"","subjName","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25"
"113","hkslxjb","j","-0.94572","-1.74927","rx2","-0.11635","d52q","0.08126","-0.5946","-0.57906","tg9p","0.46698","0.38402","98az","89j","-0.81026","io725","-0.75073"," ","-1.35948","o6","825","q39","9r4","0.68551","48y"
"114","oekdxwi","g650h","0.35513","2.40373","840","1.04464","8e00","2.36155","l","0.71677","702b","0.95538","1.13488","v538","9le","0.94937","a0pqc","-1.00747","8ujo","-0.12641","59","02l","779"," ","3.02363","2k6"
"115","ghdslok","8mdu2","0.1128","-1.64575","j","-0.35172","h64o","-0.62018","1.11248","-0.53609","g038","-1.26232","-1.46706","5e01","kq4","1.20901","lw614","1.16713","ox0w","1.1599","3x","77r","3rg","t29","-0.30825","4t3"
"116","cynvgjp","w3tyl","-1.26222","0.1798","n1b","-0.01324","66ox","-1.44989"," ","-0.85284","p67n","0.22859","-0.18331","70p8","d8u","-0.14002","zrl66","-0.15707","owh5","-0.24653","53","73y","i4v","w3r","-0.12545","g14"
"117","sficdeb","5thcp","1.06533","-0.59196","9v7","-0.84966","9k34","0.01987","-0.29141"," ","du08","-1.21019","-1.42213","b9xz","69v","-0.23812","g","-0.72048","b41n","0.24267","v3","88e","5jk","568","-1.0169","q81"
"118","sivpgko","849dc","-0.70664","-0.45937","0n9","0.16998","0630","-0.26206","0.05763","-1.04738","n7dm","-0.80236","-1.24206","50dp","8ey","-0.26916","86051","0.3898","30j5","-1.03686","7b","c","w2d","lb1","-0.09679","4jf"
"119","imcuolz","li8g4","-0.14561","-0.15732","2h9","0.18524","6l01","0.01512","1.03108","-0.2031","765t","-0.48484","r","0nh8","6fi","-2.12448","zw735","0.09196","k10y","-0.83529",".","x5n","3xc","v4j","1.18002"," "
"120","arlvxkw"," ","-2.22716","0.20741","3i5","1.10888","4tvd","-0.95352","-1.12695","-2.34939","0x7f","-0.89937","-2.06101","a2r4","6l2","-0.01652","91it1","-0.31079","0cms","0.52744","4w","9n5","677","c8j",".","i5h"
"121","rmiwugh","gv9n3","-0.87741","0.67096","9gz","-0.86633","a9md","1.38692","-0.09063","1.62226","otn8","-1.25452","-1.83691","ztio","5gl","-0.38289","mo95k",".","3w6p","0.06729","if","d7v","412","5bd","0.56732","qp2"
"122","pidqzow","yi46m","0.82419","0.227","qvs","1.26145","6asn"," "," ","0.1088","7j7d","1.37921","1.01439","4013","46p","0.9779","5vx6i","-0.99728","3b96","-0.66957","bu","iyg","0cw","49c","l","hmf"
"123","xovilce","17mh6","1.681","0.1482","57b","-0.20802","3394","-0.68518"," ","-0.94091","h9z7","-0.1719","-0.60181","7dm9","09l","0.52644","2i56t","0.61319","580m","0.8363","2h","yje","43k","aqw","-1.31621","940"
"124","pgsbahx","cfw2l","0.39527","0.88687","4d4","0.68103","b9pk","-0.4853","-0.17106","-1.32655","yc2l","-0.32951","-0.61067","05b5","j","1.69263","cj9ke","0.55818","187w","1.27795"," ","6l9","9i6","6f2",".","k80"
"125","gmaplwy","c3qd6","-1.14652","1.34455","xr4","-0.14559","01d9"," ","-1.80819","1.49259","jz10","0.44299","-0.07625","7g40","ml4","-0.10833","6fe1d","-0.00637","g2i4","-2.23249","fj","i14","9d3","t37","1.18606","hip"
"126","znefmql",".","0.94592","-0.44531","2o4","0.10353","lhf0","0.63345","-0.85998","0.77909","x319","1.37477","-1.14847","03f5","bj5","0.81537","y0s0g","-0.72001","8lw4","-0.59416","ga","l41","kc1","tzs","-0.51046","o05"
"127","bcxlafu","0ok4j","-0.37524","-1.17603","31b","-1.89411","22r9","-0.76175","-0.72178","1.52808","q83f","-1.6158","-0.94657","z58v","h80","0.64482","m46vh","0.02751","8tcg","-1.26194","26","b8r","h54","zku","0.2921","664"
"128","rzlbxjt","8h83u","-1.84097","-1.11107","45y","-0.74943","lm40","-0.22598","-0.68649","-2.63764","47l3","-2.52283","-2.70006","e6iu","253","-0.88661","i9831","-2.53433","1ryu","-0.5746","8t","u95","97h","dt2","-1.84758","0zy"
"129","ogyknth","61xp2","2.38321","0.96781","ekj","-0.54998","70i8","1.11571","1.17922","1.36099","fg9c"," "," ","i18e","to0","2.2132","5t30g","0.56031","9pwb","0.14744","lp","ds3"," ","123","1.99931","k76"
"130","yztxfme","h0s1l","-1.59487","-1.90881","wt7","0.89152","4m5e","-0.22662","0.61939","0.15883","29mt","-0.30681","0.66179","79lf","9s8","-2.47721","ekxm3","-1.89646","b26g","-1.50743","lh","k01","y8k","b9o","-0.90523","511"
"131","yorqvat","sjyw3","0.06039","0.64787","6a8","0.61877","3srf","1.76421","-0.95885","i","u31h","-1.0008","t","ab79","q8i","1.5228","p3y97","0.97445","5qz8","0.0654","t2","v31","udg","617","1.72178","3k7"
"132","hkyjswa","u5876","-0.85207","-0.37036","fjx","0.67385","mf7p","1.63139","1.1181","1.25358","2o6q","-0.3293","0.18312","07ie","z4v","1.20351","2s61t","-0.11822","2453","-1.42646","hn","yr5","107","2j8","1.26493","4wq"
"133","gfitdmz"," ","0.69938","2.38864","l69","2.13463","5o96","1.03958","-0.34585","1.45893","69h3","1.14214","0.42656","mxab","64m","2.14381","h8y68","-0.65431","lk87","0.72104","72","uoq","b"," ","1.91791","8p7"
"134","deiaqfv","39aze","1.10971","1.42506","618","-0.94419","z","0.32436","0.14668","k","04x3","0.14414"," ","311s","3oj","1.1619","7f6qr","-0.21644","kb67","0.35391","p5","4hs","kty","720","-1.24129","127"
"135","bzcydvi","62vrw","-0.29157","1.7739","5zy","0.31286","76oy","-0.75342","-1.04159"," ","2v24","1.32663","0.95752","8t42","9lz","0.16272","6t04r","-0.60858","1d36","0.01732","6m","qf9","0wb","k1o","0.08676","3k9"
"136","hwauojf","a88n2","0.25878","1.2684","u","0.23847","66fr","-0.33971","0.96754","0.99472","10l8","1.88401","1.31434","25di","b",".","4c274","0.90643","24g1","1.95542","29","04w","8bs","6x4","1.6248","azc"
"137","orilysm","ai6w7","-0.41054","-0.21948","t30","0.00771","8958","-2.06843","-1.54559","-1.71341","xs0u","-0.4335","-1.94657","2mky","gl0","0.02214","1y60z","-0.72148","pz24","-1.11313","63","3el","3o6","519","-1.41752","w2g"
"138","yiltbdh","156j9","0.46563","1.3985","5e6","0.84731"," ","-0.48485","-0.86879","-0.39801","jhfd","0.85473","0.04842","vc1l","383","1.66861","7320o","0.3375","g0cx","0.91439","51","k57",".","149",".","m2s"
"139","ohtbxcw","za2uk"," ","1.58861","8ea","1.60943","4q87","1.93855","0.46526","1.29038","9402","1.32505"," ","gljf","834","2.31756","c6sz9","0.73682","493h","0.60668","lr","3s3","71m","eup","1.35739"," "
"140","lozdser","v4yxt","-1.18623","-0.25061","77w","-0.54577","69w8","-1.04315","1.68642","1.30421","3wvc","0.64991","-0.01557","4d69","k6u","-0.80233","l638z",".","xlc6","1.13547","4i","a0r","vyd","3t2","-0.3672","1k2"
"141","mrqopvd","s87v0","0.29674","-2.50345","z6b","-2.08103","r45s","-1.48592","-1.53176"," ","o677","-1.05093","-2.17309","21x6","i3d","-0.43624","0r962","-1.2074","yv83","-1.61438","j1","081","ofb","244","-0.32849","pcg"
"142","jlmezac","8zr16","-0.94333","0.05113","38r","-1.38419","wbv5","0.37702","-0.99007","-2.00389","ye00","o","-0.62807","bh06","tdf","-0.84327","8a2c9","-0.7107","j697","-1.45093","8k","p","041","sm0","-1.13383","6lq"
"143","carondq","5k504","0.12522","-0.52853","pi9","-1.28386",".","0.85629","-2.17902","0.19407","0n2f","-2.09743","-2.20988","6i5k","lg9","-0.57787","154y1","-2.5948","e8cw","-1.80077","g1","5hl","n6s","585","1.25036","2xa"
"144","pxsbhtn","d5mw7","0.3623","-0.57745","6si","-0.39259","32u9","-0.31203","-0.2348","0.14186","ox9f","-0.90571","-0.39365","187g","y28","-0.46811","ln85q","-0.69771","j0b1","0.58522","d","w20","390","022","-0.96165","069"
"145","qcnapou","sena3","-1.9361",".","06n","-0.35698","nq3u","-0.96899","0.3212","-0.19731","5s97","-0.13237","-0.16746","glys","8t1",".","950d8","-1.84339","9868","-0.55834","y8","nl4","12z","kw9","-0.61695","fg0"
"146","kwvmclx","74600","1.95316","-0.53911","f45","-1.54196","rz2y","1.47341","0.06421","1.68752","6636","0.29872"," ","s0u6","583","0.37408","457ng","-1.32336","9w31","-0.19121","eh","v2w","881","4p3","0.40588","sjk"
"147","tnhuaiw","urbkv","0.65909","1.90153","365","1.0058","49us","-0.15333","0.33357"," ","5m3b","0.20103","0.64361",".","6ac","1.91317","5y03h","0.70628","3yq9","0.47436","48","a9w","28q","auv"," ","hp9"
"148","fzqpkan",".","0.05093","0.89907","5d7","1.93198","t7r4","0.16932","1.55746","0.73886","puds","0.9489","1.92124","5sk3","4sc","0.67903","5y4zu"," ","0n2i","0.86981","56","2p5","m69","60i","0.69526","3gd"
"149","wupflok","74074","1.56357","0.6086","71t","1.39141","e348","g","0.59083","-0.26452","100z","0.22615","0.51828","06nw","2xw"," ","53h7i","1.29161","1tvk","0.89171","5w","358","54w","60k","0.60161","276"
"150","krvbwag","luw14","0.79303","0.74702","6hl","0.69711","x427","1.93629","1.34958","1.28633","yi7c","1.65118","0.06079","8rv5","ya9","1.12539","68j4c","1.02226","d83s","2.30584","bs","al4","x9l","2jd","1.91449","350"
"151","inmspqd","ysf21","1.44993","1.50145","697","0.0353","wl0b","1.45418","0.14689",".","h371","-0.1409","2.54354","fhk4","6xt","1.23132","814uh","1.1799","4l5v","-0.70049","31","366","fzk","43q","0.03111","3ux"
"152","ymadnsl","iaefq","-0.24471","-0.47539","6op","-0.45267","w47t","0.51223","-1.15446","0.24299","c7kx","0.77152","0.40182","7q9u","bw6","-1.88186","8r0a4","0.28533","yalz","-2.72152","41","c0y","y0s","p70","-1.11116","06j"
"153","gzpbtoc","p02m4","0.82173","1.18715","6ey","0.60571","31b8","0.78074","0.54835","0.09","h4t4","-0.3572","1.46932","m9zw","dxo","1.2059","g0051","-0.229","qr63","-0.48555","gw","o6r","6wr","0h9","0.61679","rg0"
"154","jiusmar","303k4",".","1.44762","3h2","1.1988","a00d","2.12287","0.67645","0.85311"," ","-2.50256"," ","k1m5","0sm"," ","wr3qy"," ","lu35","1.21688","4h","dga","b87","1g9","2.33225","n3g"
"155","yurvpax","an7ot","0.25355","0.9907","56e","0.88793","vh72","1.02305","0.21525","-0.40434","ht1o","0.47966","p","p3df","tr8"," ","05482","1.50904","93j7","0.04955","pm","kac","c75","47s","0.86884","h47"
"156","wqmrjug","sp4em","-0.3654","1.20006","4v6","0.63877","2m1b","1.91947"," "," ","x581","0.57169","1.54747","5l19","j4x","1.14385","88k4b","a","c2d0","-0.48437","jn","7k4","38t","k","0.88796","4qj"
"157","gcoptju","11826","-0.99303","-0.56874","w50","1.10923","u838","-0.82746","-1.19303","-1.45632","5a93","-0.19944","-0.41231","2eg9","5bq","0.92995",".","-0.37445","m569","0.77031","92","30p","q","i"," ","84j"
"158","nbljpkx","9vp9z","0.50721","2.13009","p85","0.40332","0829","2.34166","1.47504","2.90641","63mp","0.13639","x","64jz",".","-0.96106","4e964","0.54368","46yw","1.09919","10","p15","12b","c9g","1.73367","ckw"
"159","tnqcful","iy8v2"," ","0.42963","2vx","-0.37652","8n32","-0.03767","-0.80829","-0.42231","b9ps","1.26616","-0.16633","14h9","y3q","-0.6944","9a2zd","-1.14806","1muy","0.01045","1r","gzl","674","2bs","0.26183","940"
"160","xvszmgy","13733","1.10023",".","76l","-0.38546","w61u","-1.49466","-2.01178","-1.97169","v09k","-0.13022","-1.57673","z619","h6l","-1.04041","w6us4","-0.97139","2325","1.38802","y2","x29","w01","62i","1.2005","kh8"
"161","flbsqrt","24y31","-0.09646","-0.20037","85q","-0.14557","j5is","-1.27007","-1.38559","-0.57813","w3sx","0.48172","-1.07112","m8ag","gyo","1.38612","w0r86","-1.48117","5673","-0.80845","68","58e","wf5","to4","-0.83654"," "
"162","aqkxtsl","40677","0.44419","0.08729","07q","-0.24134","r06z","0.15133","-1.9253","-0.90687","eb30","-0.4497","-0.81024","un39","c24","-1.65006","03jk0","-0.91816","22uz","0.0855","57","zj3","0oy","212","-1.66018","73o"
"163","azybegq","0a7x6","0.96733","1.05963","mo3","1.70268","4k8a","1.40736","1.03686","1.16328","1j8q","0.95847","-0.0579","80bn","4it","0.58154","q8394","0.98229","2208","1.54025","w6","325","3k8","d8b","0.74436","su6"
"164","wsjbztc","116o6","0.34121","-1.06725","hv6","-1.79097","wqa6","-1.5378","-1.08931","-1.37884","7c6f","0.07263","-0.6662","og42"," ","0.28922","i47nc","-0.20462","5a56","-0.54724","yf","adj","zh1","4wa","-0.98432","8pc"
"165","tearcgn","z","-0.62891","-0.65847","l72","a","nfok","-1.16297","1.11304","-1.17142","w2m1","2.0176","0.3853","4mod","b3n","0.17294","j0lm1","1.67852","96p4","u","v8","9ax","lh5","347","-0.1093","49p"
"166","tyrefqd","3s827","-0.22282","1.32376","k04","0.38768","8a50","-0.37022","1.49029",".","f","0.02435","0.83384","4z63","7b5","1.1737","j0751","-0.13798","92l8","0.54701","45","kn0","ls1","f6j","c","a86"
"167","sekmnjh","3z284",".","-0.527","e84","-1.12094","yswk","-0.93284","-0.57414","-0.7714",".","-0.19046","-0.28173"," ","bq0","-1.50543","db1ot","-0.52253","30e6","0.55837","j7","e44","2kf","l7f","-0.82897","w74"
"168","frnjukc"," ","-1.13892"," ","64m"," ","91t6","1.29656","0.47962","-0.40072","e235","0.75696","0.54118","9a15"," ","0.11774","y0r8o","0.75606","3269","0.44226","w1","fdj","ip3","nj1","0.07191","d7y"
"169","zgtcaoh","qla64","-0.30489","-0.36307","3cd"," ","0413","0.81131","-0.31003","0.57033","i5y0","-0.20047","-0.58585","9afx","6x2","-0.56885","q56h3","-0.59532","ba47","-0.86155","26","06e","291","bje","-1.29052","ym4"
"170","evbgjul","iw68s",".","-0.71918","xd3","-0.29943","2l39","0.48188","-0.5151","0.79265","8y9f","-0.29027","-0.17138","u1e8","84h","0.50039","m3qfv","1.29416","nx8y","0.22326","47","158","8gm","z0m","-0.66443","p"
"171","rhgfxis","1typu","-0.55948","2.69189","ycl","0.35717","12xn","-0.90275","-0.9401","1.34702","07vt","-0.02914","0.72198","867i","2h9","0.28517","6ae7m","-1.32555","k9bv","-0.21523","62","157","j49",".","0.89577","87u"
"172","cydkgim","9h2l7","-0.61955","-0.63217","00d","t","8nd5","-1.59792","-1.08256","0.24247","30mi","-0.30475","-0.63347","msfc","x17","-0.97553","l0fm3","-0.62706","847r","0.36256","4p","eq2","6xv","mi0","-0.62285","zq3"
"173","ndmkrpf","h358w","-0.26515","0.40916","851","-1.91814","24n4","-0.40535","1.20142","0.79736","2q26","1.79361","0.25193","1790","88r","-2.53821","o","-0.47401","jal7","-1.29727","oe","72o","e4h","519","0.58739","lc0"
"174","qtxvmrd","u","-1.14753","0.78375","2w8","1.09046","a495",".","-0.58249","-0.33784","j361","0.72746","-0.34707","g573","r82","-0.311","70abd","1.05732","sg80","-1.88926","b3","251","74s","3e7","3.53358","a25"
"175","kwljdtm","6bks3","-1.0613","0.12757","u1l","0.17601","67kw","0.09281","-0.44132","1.10983","1qah","-0.80863","0.14962","1l8g","yvf","-0.94322","bo1f2"," ","740j","-1.43776","o5","5nv","u2m","0am","-0.09811"," "
"176","pfolehn","736s5","-1.82754","-0.9738","a8v","-0.88606","23ok","0.07411","0.9979","-0.81118","5mq1","1.18175","0.37565","w","g","-0.44973","t29rm","0.07014","d27o","-2.14037","py","0lg","qxo","6ol",".","9r3"
"177","iqbvhjg","1i0q7","-0.3121","0.65085","42p","-0.26057","k742","0.04944","1.36187","0.19588","e2go","n","2.09263","1auv","y35","0.86879","8p0e6","0.26303","98uv","0.68609","i1",".","aur","l1h","0.43351","306"
"178","yvxpnfs","48j5s","-0.70965","-1.86024","d48","-0.62073","u085","-1.86945","-0.87529","0.0687","9501","-0.35051","-0.31826","vbc7","b3l","0.24158","2nq6d","-0.88664","287f","-0.78653","af","oyl","n5u","7t5","-0.9731","q3v"
"179","zwsrhpc","3y0cb","0.41997"," ","h1r","0.94498","2pk4","-0.63291","-0.18648","0.49648","480o","o","-0.705"," ","xah",".","bnvk2","-0.01392","8s73","0.96444","8f",".","z35","cgj","-0.50221","454"
"180","jgehfps","9bk0y","-0.24453","1.33691","8fg","1.30757","m5ei","-0.9462","1.28862","-0.56881","179n","1.64167",".","6461","780","-0.57971","9v0mz","0.11058","ij49","0.64872","10","hms","1fb","zpo","0.32695","3z9"
"181","mhyoxzi","7g580","2.33778","0.56743","725","3.90505","nadw","2.11548","1.54855","1.36037","3i15","-0.14185","-1.79505","n75q","cs7","1.605","insv0"," ","c9bu","1.9551","ut","0b8"," ","702","2.26917","h3w"
"182","lcynvam","21nlq","-0.2646","1.45692","i","0.67377","661r","-0.02085","0.87279","0.53652","d7x7","0.35545","0.57466","1065","3vm","0.94753","a6541","-0.3476","41h7","1.33634","96","547","2fw","ku8","-1.84331","lsk"
"183","ntgdsbo","mhk4x","-0.07836","0.18668","z51","-0.9456","7aq3","-0.06861","-0.26453","0.24635","1072","-0.26156","-0.66957","i0f5","m60","0.18023","01xv7","-0.92822","u6ke","0.227","x8","dw0","wq1","r99","0.01489","t8p"
"184","xitqzns","7h543","-0.28306","0.1057","q64"," ","134s","-0.39636","0.76113","0.38601","837g","-0.08294","0.24937","w1u9","w1h","1.41009",".","1.81406","shm2","0.70073","e","rbz","r82","9v7","-0.07149","9n3"
"185","dpnzxfy","9q6r0","-0.45681","-0.18146","sxc","k","qozi","-1.23601","-2.44998","0.60315","qw6u","-0.50115","-1.15772"," ","kxl","z","pu5ty","-1.53993","kd02","0.31374","c5","9s8","l01","561","-0.47542","sn7"
"186","khfmneo","9hu12","-0.24695","-0.45953","r5i","-0.42082","502n","-0.01502","0.3925","0.93931","79c2","-0.64383","0.51766","0nf5","0nr","-0.81701","2l6ym","-0.05984","10k6","-1.95632","es","9sy","ae9","18s"," ","jcz"
"187","edrhzqb","33zhe","-1.09118","0.64106","9n5","0.48409","96ft","-0.52095","1.12441","0.28163","51op","-0.10341","0.64607","03cz","d7v","-0.68407","b0g9l","-0.22412","4w88","0.08452","52","8s7","4e9","pd3","-0.12572","q62"
"188","gqpuzkv","89a8i","-1.23233","-1.10774","82m","0.58018","79w3","v","-1.65105","-1.58941","82or","-1.59109","-0.55436","e3f9","a31","0.67413","0122l","-1.77181","h593","-0.45835","7w","lz2","jcp","s99","-1.97689","977"
"189","kteclwd","47368",".","-0.26533","n","1.6478","9h3a","1.48863","0.30518","0.86854","c9t0","1.38501","0.41509","53e7"," ","-0.14001","a060j","1.20141","7098","0.7779","q7","v35","5z9","r5a","1.15081","jn3"
"190","ezmrxqv","hwn24","-0.56169","0.42038","ze7","0.07944","cbgf","-0.03011","-1.54966","0.59329","uca2","0.0398","0.65299","r7qt","wy3","-0.06657","zidm6","-1.73623","cai2","-0.87173","39","ysm","atg","tle","-1.67649","nvu"
"191","pwhanml","2f92l","0.21162","-0.55932","61r","-1.49528","k44z"," ","0.43144","0.47708","m425","-0.49416","-0.08196","p31r","78g","-0.45472","8bv7y","-1.00492","1568","-0.28459","11","a0h","82j","x65","-0.91491","n3b"
"192","huerjka","xp0m2","1.51319","-0.37439","hb3","0.36374","o2n9","-1.01235","0.82453"," ","89gi","0.51385","-1.19775","s62b","2rl","1.92432","76pyf","-0.09386","r","0.77611","23","1e5","71k","014","."," "
"193","bycefno"," ","1.29048","-0.87161","k69","0.5953","en3m","0.92625","-0.13198","-0.32437","2011","-0.03892","-0.72777","7570","fxt","0.21115","9q83y","0.4956","4020","0.65186","6g","0ht","2r9","u75","-0.22494"," "
"194","orcievt","a3940","-1.02443"," ","m59","1.01314","56de","-0.31123","0.8601","-0.80991","1879","0.07323","1.80198","1j42","302","0.60421","81lr4","-0.21715","5k03","0.34536","14","82o","k46","lcn",".","4o9"
"195","ayvwdum","95o0n","1.1324"," ","my3","1.47777","83og","0.97945","-0.34236","-0.15384","10q3","-1.4736","-0.13573","1rtl","i"," ","26fq6","1.63036","o536","-1.12696","a0","s0b",".","99i","-1.52457","9rb"
"196","bikygdo","5pu09","0.96747","-1.11061","1c5","-0.56765","8iao","0.3902","0.95361","1.51798","6a64","-2.71254","-0.13585","2o87","a36","0.11088","vd5sf","-0.81999","6jge","0.884","67","t30","b24","546","-0.65491","4s8"
"197","ihdoabv","2rzfn","1.30836","1.80204","f97","-0.60397","43e4"," ","0.95356","-0.32711","xw69","-0.45817","-1.26879","ojb1","90u","-0.29227","39f12","0.34932","o42h","0.86326","ph","gd2","c79","674","1.13868","4h6"
"198","kbenfmt","87p16","-0.8041","-0.78367","57o","-0.44909",".","1.70616","1.74837","1.42756","6986","0.27968","0.81597","o6l9","378","-0.43751","z50a6","1.372","7584","-0.45182","em","414","7e3","873","1.27789","25o"
"199","wbfeuap","2tsiy","0.15083","-0.30978","i0a","-0.28859","d747","-0.16916","-1.24854","-0.44844","ily0","-1.32823","-0.9255","4973","n5d","-1.39658","o5706","-0.73174","mjv6","0.63869","1v","7p9","o16","jqn","s","98r"
"200","kurgqdy","64978","0.57633",".","gkp","-0.55968","y1v5","1.02195","1.88954","i","v602","0.43521","0.20032","015q","007","-1.24323","pwat5","1.41545","d4g0","1.13046","2h",".","fot","601","0.20466","mr5"
"201","pmcruwx","t08is","0.46798","0.78847","308","-0.57508","v0n4","1.03364","1.82132","0.60734"," ","0.16239","-0.00046","cvue","427","0.04606","14f74","-0.62533","91cy","0.27404","72","94q","g4n","hzy"," ","4a6"
"202","ghibsqe","6ft4z","0.47049","-0.83606","6x8","-1.65167","a428","-0.21795","0.75819","-0.3545","as5n","0.13676","-0.50434","p04x","wrh","-1.06145","z9nl0","0.77144","4w37","-0.4851","ni","904","6yw","yao","0.53799","9l1"
"203","xvcgmdq","6j212","-2.14808","k","m9h","-0.06352","7b27","-2.89502","0.33189","-2.09291","jiy4","0.14595","0.54018","00io","vjk","-1.28203","f3k83"," "," ","-1.04394"," ","5ua","2q0","b9d","-1.69906","h39"
"204","eugwdjh","s0528","1.04253","2.66893","7kd","0.90205","oc82","-0.41726","0.90831","0.53188","050h","0.96645","2.06274","z5gn","3mg","1.94638","834q9","1.9231","bci7","0.56305","27","ln8","afs","1v2","1.2834","c70"
"205","ygqealn","z7n8t","0.19543","-1.69491","352","1.19163","69yf","-0.96202","0.39575","-0.17798","uz04","f","-1.14719","taow","4w4","0.44989","2l08p","-0.05136","18f8","0.52765","yi","ic5","i75","g5m","-1.11922","u3c"
"206","rbhvdkf","9d15k","-0.89702","0.78833","znt","0.33359","2u16","-0.9514","-1.60671","-0.31385","e8p7","0.71702","0.34442","q6t3","57o","1.10785","q1j90","-2.10585","2nh4",".","un"," ","j06","v4u","0.12758","ten"
